Gene	Direction
KCNA6	Upreg
KCTD7	Upreg
KDM3A	Upreg
KDM5B	Upreg
KDM7A	Upreg
KDR	Upreg
KIFC1	Upreg
KLF13	Upreg
KLF16	Upreg
LAMA4	Upreg
LARP6	Upreg
LCP1	Upreg
LDLR	Upreg
LITAF	Upreg
LIX1	Upreg
LNX2	Upreg
LONRF1	Upreg
LRRC8C	Upreg
MAIP1	Upreg
MCAM	Upreg
MKNK2	Upreg
MMGT1	Upreg
MN1	Upreg
MPP2	Upreg
MRC2	Upreg
MSH2	Upreg
MSH6	Upreg
MVD	Upreg
MYH9	Upreg
MZT2A	Upreg
MZT2B	Upreg
NANOS3	Upreg
NARF	Upreg
NAV3	Upreg
NHLH2	Upreg
NID1	Upreg
NID2	Upreg
NOL4L	Upreg
NRCAM	Upreg
NYAP2	Upreg
OPN3	Upreg
P4HA1	Upreg
PACSIN3	Upreg
PARP12	Upreg
PCDH1	Upreg
PCDHB14	Upreg
PCDHGB7	Upreg
PDCD2L	Upreg
PDGFRB	Upreg
PDK1	Upreg
PEAK1	Upreg
PECAM1	Upreg
PELO	Upreg
PFKFB1	Upreg
PHACTR4	Upreg
PLCD3	Upreg
POLD2	Upreg
PPP2R3A	Upreg
PRNP	Upreg
PRSS38	Upreg
PTPRB	Upreg
PVR	Upreg
PXDC1	Upreg
PYGL	Upreg
RAB3IL1	Upreg
RASGRF1	Upreg
RDH11	Upreg
RIPOR1	Upreg
RLF	Upreg
RNF19A	Upreg
RNF213	Upreg
RPRD2	Upreg
RPUSD2	Upreg
RRBP1	Upreg
S100A13	Upreg
SC5D	Upreg
SCFD2	Upreg
SEMA4B	Upreg
SLC16A3	Upreg
SLC1A1	Upreg
SLC2A1	Upreg
SLC35E4	Upreg
SLC35F2	Upreg
SLC35F3	Upreg
SLC7A14	Upreg
SMAD5	Upreg
SMAD6	Upreg
SMARCD2	Upreg
SNCA	Upreg
SNRNP200	Upreg
SNRPG	Upreg
SPAG6	Upreg
SPATA2	Upreg
STARD10	Upreg
STARD4	Upreg
STX2	Upreg
STXBP1	Upreg
TAFA1	Upreg
TBC1D25	Upreg
TCEAL7	Upreg
TCF19	Upreg
TCP11L2	Upreg
TGFB3	Upreg
THADA	Upreg
THOC5	Upreg
